ID,Nombre,HSV_Colores_Dominantes,Tonalidad_Recomendada
508,eagle_14.png,"(23.28351404335457, 87.39500853525628, 32.059455959684676) | (30.78331027472634, 50.55738997848926, 68.87317885474464) | (12.590154968098247, 94.02314494992294, 11.48450665406726) | (26.459539546719924, 80.54285830556822, 79.15230784585941) | (26.006292122838207, 77.26018724489212, 54.142925746471306)",mestizo
509,eagle_15.png,"(37.58508599710827, 74.99333258393766, 79.87930926340965) | (34.967192375811656, 55.45292557793662, 31.375630514132723) | (38.4486021421458, 3.1611984887524467, 68.2106423345996) | (16.21676434696777, 59.26317004605433, 4.470612521213068) | (37.87359716479708, 9.15290351304953, 45.97207094593774)",mestizo
510,eagle_16.png,"(0.0, 0.0, 33.40342550695501) | (0.0, 0.0, 69.01048410448058) | (0.0, 0.0, 2.8230426321212034) | (0.0, 0.0, 50.97622967762172) | (0.0, 0.0, 16.673832406002308)",mestizo
511,eagle_17.png,"(0.0, 0.0, 40.74265239090563) | (0.0, 0.0, 15.633053428794359) | (0.0, 0.0, 56.07476635514016) | (0.0, 0.0, 71.15859951169163) | (0.0, 0.0, 26.449917794025147)",mestizo
512,eagle_18.png,"(0.0, 0.0, 40.492815869290965) | (0.0, 0.0, 14.096796089989894) | (0.0, 0.0, 71.29502640498148) | (0.0, 0.0, 25.426463119529174) | (0.0, 0.0, 56.02997160490517)",mestizo
513,eagle_19.png,"(352.8399387788022, 54.04342542037662, 6.789954675337473) | (330.8576364608603, 5.34829591953464, 40.605297244182395) | (357.25052302731655, 80.74962113696891, 56.2650449314242) | (349.05194132872987, 2.4504497495004314, 68.98250403999751) | (204.58679925852067, 88.91068333181289, 36.69781795420475)",claro
514,eagle_2.png,"(22.9201257318054, 45.20227965140374, 44.2365008474397) | (28.311857487782266, 70.99943342972533, 89.85512661533726) | (6.7220050339999755, 5.7883980506204455, 75.53317812966195) | (208.49329961982892, 49.56077691792335, 84.5096541290314) | (4.355751617395542, 75.21852756982294, 90.26761561573568)",moreno
515,eagle_20.png,"(224.53212203597485, 35.434812351521764, 27.068939263510224) | (224.2047308319736, 11.5329152231102, 61.552770101329045) | (224.45759306176598, 15.733387980941602, 47.782415036660204) | (223.76764375124876, 8.773287057356923, 75.95950257223804) | (224.8172449330128, 22.594090298745012, 35.526847326297236)",claro
516,eagle_21.png,"(10.699391582268671, 72.17069290146968, 3.6783010369356663) | (39.155363155362735, 9.480164158686497, 68.39872746553543) | (39.45112632068585, 15.065873778632172, 42.1201771030993) | (29.862790252933333, 89.53341141464342, 85.23840623035784) | (16.556330440701736, 78.47325828857802, 35.02284900590438)",mestizo
517,eagle_22.png,"(34.088388131096984, 12.818725351310272, 47.22864407046848) | (32.130068831009325, 18.592115060433034, 59.52245118557736) | (41.335083494082525, 11.76981244821165, 69.35375642297805) | (40.43430378674418, 15.514393736939283, 28.558970541316587) | (20.41243757597825, 32.96374293459073, 44.88881656625604)",mestizo
518,eagle_23.png,"(16.766275417424154, 25.754102604276635, 76.097093166414) | (0.00016581639731949593, 69.66467787551677, 76.44321407914666) | (27.47857316353807, 31.034779830641558, 50.86599975806867) | (42.89863817156973, 85.26447393972106, 90.53811684790357) | (17.99910666735409, 50.406494677972404, 30.257871522773872)",moreno
519,eagle_24.png,"(240.021415742163, 94.13883213873652, 22.803869667120193) | (239.14729386124213, 23.99690559335792, 56.97122062121247) | (238.80376984854573, 15.629322532574244, 78.52438603597514) | (239.55890228663222, 41.33145521011497, 36.03371703072597) | (239.8168999348091, 97.75842263450193, 18.378448724622665)",claro
520,eagle_25.png,"(0.0, 0.0, 1.8016689010601854) | (0.0, 0.0, 69.60877356925852) | (0.0, 0.0, 32.81671606547707) | (0.0, 0.0, 15.857955258956297) | (0.0, 0.0, 51.00605687301104)",mestizo
521,eagle_26.png,"(21.35224413489047, 54.52754698470497, 6.443007375472337) | (27.12087563451734, 14.129967006168172, 51.663496640351056) | (15.742613959058843, 73.18520114206842, 63.05562143090179) | (65.49020333058975, 8.142444020650164, 27.363690209469638) | (26.978819351477746, 17.875775189600027, 73.68112939988521)",mestizo
522,eagle_27.png,"(6.497375001279213, 38.956191012818735, 54.84030594211304) | (201.72881486920565, 1.80579425570542, 64.9189707071462) | (207.1049754307472, 27.282358749765944, 49.75368295654382) | (4.711461665474424, 32.71079020607983, 35.07731316282409) | (45.53380858272161, 70.40699696864287, 85.54333386471119)",mestizo
523,eagle_28.png,"(8.029976245836592, 91.28522096719296, 11.700704597948281) | (32.00425352799149, 69.9011234911074, 79.1778806363608) | (22.565047960167707, 80.56898954723424, 35.197882712808855) | (30.494198736358058, 15.266225077295474, 69.2729061884977) | (25.18356584960258, 64.88367631895923, 53.99231421347667)",mestizo
524,eagle_29.png,"(50.490736104156795, 1.9172917893442405, 66.68736828064553) | (25.749309409513966, 21.300336543423505, 32.08568253626861) | (32.03114485271791, 63.29527543920344, 66.8491249710894) | (161.12274412352446, 1.6203421022927218, 44.44112953380036) | (224.15836926695712, 9.661496250535274, 16.806096288831114)",claro
525,eagle_3.png,"(359.9501739792872, 26.026124901535802, 26.35637784525575) | (1.502714999750887, 21.21770778923938, 76.26147821238813) | (206.35102353620283, 74.20915185851835, 60.87763897124143) | (11.524002394853904, 76.98014859051153, 86.69801158380356) | (2.2397798020546555, 73.49396995672831, 64.30134743585158)",claro
526,eagle_30.png,"(35.486071631608404, 16.859630873145136, 62.12090433077064) | (21.898569168463226, 24.67060028190174, 15.11300235588353) | (34.57112577347742, 17.232014515634834, 29.87784700953989) | (35.98378454376421, 12.366041632256184, 74.074288719319) | (33.445004140215026, 16.657551041910963, 48.954897037136)",mestizo
527,eagle_31.png,"(32.969816239584134, 41.49632980662489, 67.57345330111465) | (21.071600214452182, 45.3871477426906, 52.921598003091574) | (32.278912347753774, 30.096213922665772, 33.536983781166704) | (27.604810610321294, 4.247451597999739, 65.76768168347341) | (184.9640287769783, 6.737102439635895, 48.27973707917656)",mestizo
528,eagle_32.png,"(10.535402483762503, 6.775999579914134, 32.95442871333859) | (2.172199984469785, 54.457136336173285, 84.55908068948254) | (186.86224315530234, 29.948450139305834, 77.82903737411208) | (24.530765337243565, 4.6972006144993985, 50.80786915508648) | (15.948164190583912, 7.697952811359267, 70.58515588805817)",mestizo
529,eagle_33.png,"(208.33166224601985, 49.38706074515973, 82.4967444535876) | (5.047610019006818, 75.11291036160493, 87.92000862108794) | (21.206478788988832, 38.891550657673044, 40.10136815153643) | (28.290960991350413, 72.422089984282, 90.34036550643634) | (10.726786943946445, 7.69021553785743, 70.65130005597109)",moreno
530,eagle_34.png,"(21.163635876038985, 84.396630192991, 62.997782799945824) | (11.221388562143577, 90.85049000083893, 33.93044937273157) | (26.491407998774466, 82.11785837844258, 86.84516809432394) | (358.91768596926374, 27.52341814700401, 40.8493882566651) | (14.808608950835264, 18.700868800535826, 71.24514662158224)",mestizo
531,eagle_35.png,"(243.99296797960207, 43.051946784174824, 38.69218362372596) | (353.5321605602791, 5.675757520820788, 57.87146487608135) | (35.42425176240582, 69.37158058922724, 84.82744724911818) | (352.8989330315922, 79.1912877654165, 61.275880621874116) | (336.95594045276334, 35.39991012956749, 21.25202011640385)",claro
532,eagle_36.png,"(12.553275281146288, 2.47860114618915, 69.51105414931119) | (25.51300501949054, 3.406389745796728, 26.29280668496341) | (3.482178469125947, 15.634228183163955, 40.634603442434205) | (11.046569561268232, 1.657523512875136, 46.28343574558586) | (345.64449181065874, 1.137932145976805, 57.19803985458647)",mestizo
533,eagle_37.png,"(205.5320173327017, 1.3605880378083537, 29.62002679272348) | (60.60622883473729, 2.0935976336177013, 66.5232417888292) | (1.4279328219688048, 40.03482123597611, 61.89256398406724) | (189.30839835715136, 14.976874975380156, 42.27066722170632) | (185.142857142869, 1.3344856511018561, 18.145066906503914)",claro
534,eagle_38.png,"(31.769978508652436, 20.142997839605105, 79.25804014551868) | (32.82542629598831, 42.8257862832773, 33.98927507165363) | (32.3698792464057, 38.36816436898708, 72.44590465617506) | (32.59379409270167, 32.44341647931241, 52.51485821022245) | (33.931845311831374, 47.29990305432204, 14.251098813509355)",mestizo
535,eagle_39.png,"(19.80893915172549, 94.26383484086853, 80.64998042227649) | (27.496111625567966, 79.34854140546236, 5.1522251901829685) | (51.40975568735269, 85.13300945195377, 83.78103360303234) | (54.329759524293145, 85.83975830462334, 60.826300441398715) | (44.42143091872205, 85.21619906533968, 33.52026880586068)",mestizo
536,eagle_4.png,"(28.408776227502056, 4.369585793377668, 52.139149108479266) | (3.5211819078051843, 56.42140670530954, 74.33307919379126) | (10.823074913514333, 11.491704564786616, 33.29982808109717) | (182.0891834213183, 9.49563441327558, 70.7216508453738) | (1.6776409305103335, 51.48537345384986, 89.32939767734655)",mestizo
537,eagle_40.png,"(264.95251968372, 76.9431754562794, 23.318705290965042) | (34.499679745448404, 18.33080206490964, 77.7533681808148) | (38.37920832310502, 69.85567345611253, 97.21889855447397) | (335.413290113452, 12.122853970248125, 52.69192156862745) | (322.40393680870136, 22.304914703076403, 32.34232440861284)",claro
538,eagle_5.png,"(24.793782068645545, 17.589375688688854, 66.86006590268167) | (119.97107852982285, 1.3211108687703388, 47.20408815075058) | (27.129600643978144, 15.485684952081048, 80.06591395837232) | (6.477618278228741, 67.51381269505609, 81.67169655895454) | (21.059258860966747, 32.50860875797121, 30.62604937730869)",mestizo
539,eagle_6.png,"(207.18236154857263, 15.372576529761147, 41.80856002598173) | (21.190603815229814, 13.267409736433935, 56.15364919179607) | (11.091080904265517, 39.8654384415815, 21.436568663992016) | (16.82474084788418, 15.198365088070142, 75.69670796023834) | (2.3231935866416675, 64.29747094881422, 75.6994117944282)",moreno
540,eagle_7.png,"(20.302307363621136, 28.117037519085418, 18.29215808365695) | (16.665615160970894, 11.795497841161463, 72.96348365609578) | (23.590892088125713, 14.023319968311402, 40.81214456667331) | (10.75264516698483, 73.29873417209681, 85.75042041573482) | (194.0571010057407, 8.92296776407068, 57.01707050106957)",moreno
541,eagle_8.png,"(12.263108620766182, 62.53215096040052, 85.48931253270365) | (21.615129024044652, 59.4686951388722, 20.926208896322034) | (19.320530276153164, 17.037942867486983, 73.20424382903727) | (207.4795522509909, 52.93793273451895, 67.1997612046262) | (21.950042756199686, 33.797062474141434, 46.784418098233715)",moreno
542,eagle_9.png,"(7.958910450529424, 67.55559501928713, 80.28862993066735) | (8.252243705001836, 25.33368223139695, 27.49628255760042) | (202.62784516696306, 35.130642097237676, 61.61465159635435) | (28.477322728285422, 80.20504948558681, 96.74044737512256) | (11.830040399573981, 30.0072374901993, 82.2182276493316)",moreno
543,earth.png,"(38.5442168746643, 25.65358142194807, 56.141497534686366) | (38.47616510431414, 17.675640995455947, 70.0202981875882) | (38.65881069865806, 21.2465878070974, 62.539741448629925) | (39.54161212684177, 32.733751299232786, 53.24541326601959) | (37.98671316409845, 14.527048062173431, 78.19545877041558)",mestizo
544,egg.png,"(35.16462841016002, 9.006947974919509, 57.85294117647059) | (36.01063829787238, 12.381997804610295, 43.56767097082736) | (32.78571428571431, 8.12064965197215, 75.119825708061) | (35.49668874172185, 11.132956500368632, 50.9261576971214) | (34.29553264604817, 8.280375604666608, 65.6271397447868)",mestizo
545,egyptian.png,"(200.9673821011655, 4.048939674842798, 74.53722265655551) | (30.75778665145507, 33.5447179985688, 35.7279787786802) | (30.11816625765627, 40.78002702914113, 52.88145015320709) | (31.04344896010902, 47.405073822228076, 23.246021185959894) | (31.04281036455104, 21.778796594842763, 66.36084904628818)",mestizo
546,egyptian_1.png,"(35.263996058315705, 48.76350406301761, 81.31951713069586) | (26.444165108833523, 81.39117660346858, 33.36593810442521) | (36.28079656546152, 71.2199798642956, 75.92485049729501) | (22.702043919223556, 73.34179985957577, 10.16082837629374) | (31.170113689210783, 71.93285017719842, 54.797262775250964)",mestizo
547,elephant's.png,"(32.534059945504026, 11.450858034321378, 50.782333135274314) | (33.83947939262466, 8.502397639247498, 66.44607843137254) | (35.65780946208684, 12.864765716191418, 43.9582188015393) | (32.65070189925682, 9.839129021774447, 58.86178861788618) | (32.41206030150765, 7.373101148573549, 75.60224089635854)",mestizo
548,elephant's_1.png,"(32.534059945504026, 11.450858034321378, 50.782333135274314) | (33.83947939262466, 8.502397639247498, 66.44607843137254) | (35.65780946208684, 12.864765716191418, 43.9582188015393) | (32.65070189925682, 9.839129021774447, 58.86178861788618) | (32.41206030150765, 7.373101148573549, 75.60224089635854)",mestizo
549,elephant.png,"(250.56181921011577, 28.951554253196814, 21.138801233469138) | (250.08859398748126, 1.375700930766183, 73.97840213526435) | (250.2967763468974, 10.398102757653321, 47.377399597155424) | (250.17079725291111, 6.29486430046933, 62.67217971598371) | (250.26614634146415, 15.901926227473481, 32.819384830016126)",claro
550,elephant_1.png,"(33.73524840679082, 75.9574678396431, 74.91603061510548) | (37.746188550092846, 23.35018696405362, 34.90885602422059) | (32.343475414356696, 3.7663246117327622, 69.62492093611638) | (35.00499928581699, 32.5355516311923, 15.140726146918016) | (36.68888736169312, 7.4316007742632975, 50.89521977593512)",mestizo
551,elephant_2.png,"(269.2947409136368, 29.741664238884486, 30.15241853544926) | (345.4568381887569, 18.211506489514733, 68.63985759365642) | (330.36328349233287, 27.131964526641816, 53.39653121199673) | (355.3456944053408, 21.036680294579448, 85.87305277842361) | (326.7437002675683, 27.716278988713317, 38.93306495993244)",claro
552,elephant_4.png,"(250.36111706692375, 75.95692408158217, 53.55746866757076) | (205.9459480712523, 35.7403178235992, 92.65176765704122) | (229.02609548925213, 33.103665298809545, 84.11988856511577) | (236.88066902933411, 49.57617764552545, 57.228077462229386) | (232.28760109816739, 39.8119245728915, 71.4572192513369)",claro
553,elephant_5.png,"(34.333958724202795, 5.87457290863, 71.16078431372549) | (31.725105189340816, 9.112985685071566, 55.786096256684495) | (36.08142493638687, 11.38030888030891, 44.160272804774095) | (35.205574912891954, 10.418179178161754, 50.01452432824982) | (34.45350734094616, 9.122023809523812, 61.2859097127223)",mestizo
554,elephant_6.png,"(46.917411888479805, 48.51319264141315, 69.16541959249453) | (40.250766358586695, 30.756961379232163, 78.57843137254903) | (42.544536817102106, 28.424739425822516, 82.72880665619364) | (46.98860022505994, 42.51747378931603, 71.86187308468496) | (43.978110987898354, 37.00941249944239, 74.75323462718421)",moreno
555,elephant_7.png,"(344.2298226258171, 11.056805992859703, 38.01070865623238) | (293.38849606337556, 11.33818780040258, 10.023804502907646) | (195.08335900491585, 72.31815328429535, 83.82857565667776) | (42.43840850518858, 90.63114988861419, 86.77949110365671) | (331.20469436779945, 41.209368810963106, 81.59288406090639)",claro
556,evil.png,"(199.89628743284626, 69.27684789637149, 52.89519868570815) | (16.976320435554207, 91.69408042853388, 75.14102839674226) | (20.33914961959448, 49.61099234309908, 90.91851179718324) | (340.31801617496063, 83.1290953016055, 70.86191223446116) | (341.0508291105735, 91.23162608971201, 39.59510065387934)",moreno
557,eye.png,"(47.4152780441576, 58.175190434372716, 62.0842501589164) | (47.28788209266814, 30.82323676160562, 71.69653462789857) | (46.18023201856165, 24.778089500068937, 79.31782945736433) | (48.48056295980389, 45.395935420542784, 60.35558204211359) | (47.99440934502975, 37.34997029114675, 65.11627906976744)",mestizo
558,eye_1.png,"(0.0, 0.0, 16.77773729787293) | (0.0, 0.0, 0.7482845087254386) | (0.0, 0.0, 53.63751689142605) | (0.0, 0.0, 70.62248833508643) | (0.0, 0.0, 35.12125570949102)",mestizo
559,eye_2.png,"(0.0, 0.0, 1.385161236716853) | (0.0, 0.0, 51.24892949963888) | (0.0, 0.0, 33.506637019068854) | (0.0, 0.0, 16.264309819113045) | (0.0, 0.0, 69.79758879732756)",mestizo
560,eye_3.png,"(141.13431131788002, 56.74492080954091, 47.00358395257194) | (29.092085834647616, 33.44296035735605, 62.58574502300668) | (50.56269764337546, 13.050637610407612, 72.39452902140951) | (140.3223301640986, 33.2659820562421, 62.619650976797644) | (9.29439118524735, 51.80943121231514, 55.032286058328076)",mestizo
561,eye_4.png,"(32.1186866872596, 19.09755729450029, 8.318344023678511) | (36.129280492496285, 1.8762498104980465, 53.20466286416625) | (34.031387935262494, 5.536022154948885, 20.158723642981265) | (36.629974597798864, 1.3177641525750665, 70.85823845667299) | (34.97202797202725, 3.0680440682693626, 35.630088292627)",mestizo
562,eye_5.png,"(14.568496020108954, 12.421455240870582, 43.58157335223246) | (359.77656141014575, 54.10714605545607, 81.80787767468858) | (35.82081663216317, 8.105637850826021, 56.73492950899368) | (173.42876752623027, 2.391678020434678, 30.530387234766103) | (37.45803193667311, 8.656637947076025, 72.59104407208477)",claro
563,eye_6.png,"(59.56650301269128, 48.151083291944474, 1.348343706392302) | (63.49394086282175, 8.813665525024708, 73.35495732656412) | (62.5503614457829, 12.913758909974984, 36.130898842717514) | (61.84400917593085, 24.197956104642852, 17.39403842345019) | (62.93731539218797, 9.664757363416724, 55.6914267208384)",mestizo
564,faces.png,"(41.29121896998887, 38.12198173233429, 67.95465971936561) | (42.38847501359687, 56.03692010309288, 67.39314040309957) | (41.588159012654856, 30.90365874555715, 74.20994339158257) | (40.726319279105596, 24.280794017064753, 80.78943738299338) | (41.82558373278471, 47.41852037842995, 65.88112761052867)",mestizo
565,faces_1.png,"(43.343098311817386, 53.71234823950276, 66.11657732637418) | (41.36038651778248, 29.898675889802774, 75.94059018956418) | (41.59859959569916, 44.71191317769884, 66.20830713413267) | (41.769180807620856, 35.51196466539767, 70.27041125238694) | (40.72856114709648, 24.33962009908508, 81.82626752669199)",mestizo
566,female.png,"(0.0, 0.0, 70.4180089885853) | (0.0, 0.0, 25.467030614731563) | (0.0, 0.0, 41.17647058823531) | (0.0, 0.0, 57.13864306784659) | (0.0, 0.0, 30.329738194490393)",mestizo
567,fingerprint.png,"(0.0, 0.0, 18.324708865952477) | (0.0, 0.0, 53.56558283565591) | (0.0, 0.0, 3.0515148023955745) | (0.0, 0.0, 35.853366392372465) | (0.0, 0.0, 70.60919478632637)",mestizo
568,fish.png,"(247.7100933754157, 2.6511847224405662, 1.2548250411784005) | (248.23754789269626, 0.2720185653537036, 70.44091646018768) | (248.5502226620464, 0.7512089594956771, 31.912624699002407) | (248.83999999999997, 3.35405393318725, 14.249879517112554) | (248.33013435702182, 0.39075293064704997, 51.514472455648885)",claro
569,fish_1.png,"(249.8213166144248, 8.260860182568223, 8.294758473044245) | (248.852152214604, 0.7122434335199805, 53.04098322021117) | (248.9009287925586, 1.1134411536580882, 35.71787689434744) | (248.66894197952743, 0.5184945960653554, 70.48190704853367) | (249.41245593419944, 2.0400417117813965, 20.350932825960594)",claro
570,fish_10.png,"(195.17737880973976, 20.561716652088112, 30.481491063083986) | (202.98527559477458, 32.48453030342161, 56.58914649612223) | (149.7933227344971, 2.3124343736374247, 65.63225981238779) | (202.85882332285547, 41.4830082591694, 7.991083640342561) | (201.95068262885923, 45.58558695528226, 89.15875371925475)",claro
571,fish_11.png,"(0.0, 0.0, 1.7549921372457422) | (0.0, 0.0, 34.116534192808395) | (0.0, 0.0, 70.36078959292934) | (0.0, 0.0, 16.432425533272717) | (0.0, 0.0, 52.42884250474389)",mestizo
572,fish_12.png,"(170.50307107761168, 51.803463002917546, 75.00229360036703) | (183.65546199206054, 42.11471265789509, 49.71770086669092) | (193.40100555702634, 11.309278696059875, 76.00891679177481) | (142.86825592077605, 28.375463513474237, 80.41129455345605) | (192.41621008857723, 56.077626932087824, 37.90945285340924)",claro
573,fish_13.png,"(104.167441860466, 7.597620590140754, 35.2297956219525) | (182.58442340320735, 12.77254647009066, 73.42623960578996) | (48.17377312952534, 45.580241587575486, 55.9396681749623) | (182.43384765761363, 15.613281590651432, 52.74912310965442) | (48.730451914788716, 35.155844155844186, 75.49019607843141)",claro
574,fish_14.png,"(31.304359744606167, 41.5667667169608, 50.04482301857419) | (30.84494887418593, 19.303461992791448, 68.4439837609053) | (30.788965614622107, 32.15353707504931, 51.907147696707234) | (30.828399159948496, 24.40702067676936, 58.98298638032682) | (30.74246278303589, 15.293029781263986, 78.26168329247072)",mestizo
575,fish_15.png,"(261.1764705882353, 3.114917863449132e-13, 30.29580914491404) | (32.590799031467064, 0.6077774916301105, 72.0217276099629) | (33.62524879158525, 1.2002102159490198, 57.89144070726524) | (27.931034482758623, 7.57154813808034e-13, 21.261482544237314) | (280.0, 3.920942934120295e-14, 42.47280730474009)",mestizo
576,fish_16.png,"(354.03466937306075, 21.102509580836983, 86.18222204593245) | (320.0174743185336, 28.098452984818685, 35.37009724111071) | (342.08012661984407, 18.007137659570752, 67.74960853705994) | (267.8915956033996, 29.939581187499176, 30.208505295609093) | (329.5809666749561, 27.389778568603884, 52.705577370287074)",claro
577,fish_17.png,"(228.4478130050464, 60.83946594385624, 60.14050058721487) | (228.08448473114476, 20.551339463346586, 84.83046426708401) | (228.7046192108216, 26.798610123341387, 72.33589087809034) | (228.99511123554382, 36.88657099391879, 60.570431853723086) | (228.83844441030178, 51.90298280965649, 53.58314280338904)",claro
578,fish_18.png,"(228.4871043885822, 75.58748199303551, 36.56446803082025) | (286.8079230138525, 33.85544672105861, 54.99140789937644) | (344.02313852056545, 44.31807095137671, 84.2890305969483) | (232.44714329280592, 68.29753035953135, 92.49186918159414) | (42.74674625442, 61.00445515297535, 88.83907837079221)",claro
579,fish_19.png,"(1.2629124307074502, 24.39787597193246, 78.49953967601026) | (351.3942380674753, 45.694569316188996, 60.663725134447624) | (3.9567502012955758, 38.737647924841205, 79.58222134766531) | (7.504056202891494, 21.911976497249725, 90.18216032451934) | (0.30927835051542285, 31.210618045314302, 25.885823355891024)",moreno
580,fish_2.png,"(33.658406343960195, 71.79758078365114, 77.27445649886789) | (28.29537686152024, 36.36967261785776, 85.81274028706842) | (224.08107099045344, 12.59202744469593, 41.743286963055134) | (192.59562624625846, 15.736925456823522, 77.23685218768352) | (224.2601151643852, 23.25363702636207, 71.73754932209434)",claro
581,fish_20.png,"(211.93534027960962, 49.10403115146264, 76.38586998531346) | (217.506172857542, 87.2539711264939, 26.075025213882657) | (209.91708150679835, 49.21810433007323, 93.01335898959088) | (213.36476138041493, 77.22944977954937, 42.38212256181848) | (212.6489581721231, 59.25984596625431, 59.20174237095716)",claro
582,fish_21.png,"(250.47680912465964, 75.80902523502903, 53.5505254124775) | (207.665519211861, 34.22950504349655, 91.59286818932972) | (303.1936779045313, 41.551694004120485, 43.099134880960534) | (235.38193598325756, 35.56995650821652, 69.44770504138448) | (12.716071603046377, 48.66470550697142, 89.44254185692543)",claro
583,fish_22.png,"(272.6867827965199, 27.079265316673578, 81.92291827668447) | (257.7782604917888, 27.278437259278217, 42.26162154942862) | (263.9923981136061, 21.020418228447323, 67.32745596121593) | (226.69828033086281, 25.190479975472467, 29.208456048183727) | (261.33066132264526, 24.0894260221068, 54.40565140605895)",claro
584,fish_23.png,"(106.71428571428571, 0.12907508482076954, 73.08402398760192) | (107.23428355673846, 0.5900845301388786, 27.5235861350014) | (105.38071065989544, 0.22223099614757258, 48.65407044553296) | (106.44852354349239, 0.328659185932436, 36.98867770759961) | (106.83760683760696, 0.18356108504992222, 61.288973292627226)",mestizo
585,fish_24.png,"(30.839736992262306, 39.4385895545773, 82.68875266292766) | (16.870486414350125, 79.27964119911888, 73.44012523424269) | (18.76913150822481, 95.84507358331575, 27.80119719798831) | (55.82103529563774, 31.870748182631942, 52.43622953768661) | (24.41419609086582, 72.11832154582427, 45.86250163866885)",moreno
586,fish_25.png,"(22.09365831866462, 14.081521210837344, 19.54144310429263) | (179.00006881765967, 31.397212087788954, 75.96695473321063) | (176.51196480309054, 20.026970541935928, 45.74852065552011) | (177.2447761194026, 26.658178490431077, 32.08707031374682) | (175.94432756109393, 16.40956547449376, 60.059440262005026)",mestizo
587,fish_26.png,"(20.739906305966024, 58.575022225149, 84.30206737281546) | (169.48971458433311, 55.86715246884664, 29.839252204865108) | (98.41202028832706, 27.63532047868343, 72.116646173425) | (25.719113184293928, 44.39313227460309, 91.19041871194435) | (143.50250741722908, 22.430902783912597, 47.35921680194126)",claro
588,fish_27.png,"(0.0, 0.0, 69.31587529509116) | (0.0, 0.0, 1.4243681957451348) | (0.0, 0.0, 31.68076007832601) | (0.0, 0.0, 50.51515306383201) | (0.0, 0.0, 14.255849922666282)",mestizo
589,fish_28.png,"(28.332084500834302, 43.66476254716375, 47.66617084619296) | (28.361299535880068, 17.95098566997347, 78.14889940650586) | (28.368979130530263, 23.729757414908875, 66.59039327305877) | (28.47226691087288, 31.358867439067218, 55.61451217801374) | (28.61997736871652, 54.75000709048904, 45.50181076132636)",mestizo
590,fish_29.png,"(0.0, 0.0, 52.00142330093453) | (0.0, 0.0, 19.64568283453734) | (0.0, 0.0, 70.90403386024009) | (0.0, 0.0, 35.820297349709115) | (0.0, 0.0, 6.031524050927972)",mestizo
591,fish_3.png,"(38.584159911394714, 15.87293613411889, 14.289347730772356) | (42.912123155870425, 3.1530848252917116, 49.83574336655908) | (42.8372974110699, 5.519572933064567, 29.96901276047562) | (43.39318320146404, 1.9343027739133125, 69.89306371263312) | (39.43501832016812, 68.56707353809448, 90.15371245451081)",mestizo
592,fish_30.png,"(253.5717248641236, 42.51941440589238, 42.30628924199376) | (249.98775515696295, 16.375082077022444, 68.55826460013895) | (250.5212554559579, 37.858161247298064, 30.98996192454137) | (249.88541264323453, 10.560306734286003, 78.66203208556148) | (250.2028605068616, 19.79596125556425, 51.3937573026206)",claro
593,fish_31.png,"(11.32120451693825, 12.556948729731493, 63.38842837644396) | (10.489152703795092, 22.519689359515983, 41.01363445743448) | (11.60928609992156, 9.638346842789943, 76.27138048679956) | (11.115322657064327, 16.877328969043074, 51.191343621651875) | (10.622444480454991, 28.979038666092883, 34.71170121020861)",mestizo
594,fish_32.png,"(195.49813303373767, 15.280214689465193, 36.809497258619054) | (195.93161027223456, 26.03816903429386, 9.06072499451498) | (197.0167147374637, 28.998183645758235, 58.587231655929294) | (197.63725963586793, 17.350294144823945, 74.70169480606144) | (195.23188994978725, 24.360624934757677, 23.57402236840031)",claro
595,fish_33.png,"(354.29085535880273, 60.0307028023102, 71.01076907446911) | (21.316403213206613, 3.93001537789197, 3.4265046114551945) | (355.76999722218835, 23.146035168607444, 78.92951178971208) | (355.2905221281928, 95.42166757624601, 70.229716718585) | (3.7014314928498626, 1.1196806582226704, 34.17372535978143)",moreno
596,fish_34.png,"(203.72602052226333, 90.13341686477112, 20.205151444751138) | (199.47221152612025, 26.45321200597567, 58.411011066597915) | (196.51908171603395, 92.8138491698515, 36.30193681750776) | (199.12146159918797, 40.58856289846401, 40.34204080585801) | (200.23443209536748, 18.188283894044112, 76.59083997725855)",claro
597,fish_35.png,"(189.17269341167474, 42.47118625725291, 37.43697904564437) | (5.9304991143064845, 33.23286291631617, 89.56774866809464) | (193.40563157782393, 14.792090338389944, 51.04260857651733) | (193.37306695350142, 14.766297711016922, 74.3388885662854) | (5.416503024632031, 42.69665829731063, 79.38364501741006)",moreno
598,fish_36.png,"(219.15842782644953, 18.914811381585206, 19.288135512300972) | (32.686855241262315, 10.175494834934822, 77.30162573428541) | (22.68439771145899, 2.5709526478786002, 43.67656825847456) | (336.85100128605063, 1.3743561256438683, 28.981116611600775) | (29.649484536081523, 4.1002195372005525, 59.68890170447263)",claro
599,fish_37.png,"(32.77685798381348, 59.86549386078972, 19.679378722391526) | (32.805433758849716, 14.760358291042925, 75.95466926928331) | (33.21312803889781, 23.09679990988103, 43.40694267348222) | (32.98666617213493, 34.32844055776388, 28.776021152777513) | (33.35636862782226, 17.20743345052712, 59.589561897366124)",mestizo
